Id,Category
0,1
1,1
2,1
3,2
4,2
5,1
6,1
7,4
8,2
9,2
10,1
11,1
12,0
13,2
14,2
15,1
16,2
17,2
18,1
19,1
20,1
21,1
22,3
23,2
24,1
25,4
26,1
27,1
28,1
29,3
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,3
43,1
44,1
45,3
46,1
47,1
48,3
49,2
50,2
51,0
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,2
60,1
61,4
62,2
63,2
64,1
65,1
66,3
67,2
68,1
69,3
70,2
71,4
72,1
73,3
74,1
75,2
76,3
77,1
78,3
79,2
80,1
81,4
82,1
83,1
84,1
85,3
86,0
87,3
88,3
89,2
90,3
91,2
92,1
93,4
94,1
95,1
96,3
97,2
98,0
99,1
100,1
101,0
102,3
103,1
104,3
105,2
106,1
107,2
108,3
109,2
110,1
111,2
112,1
113,4
114,1
115,2
116,2
117,3
118,1
119,1
120,1
121,2
122,1
123,1
124,1
125,1
126,1
127,2
128,1
129,1
130,1
131,0
132,1
133,1
134,1
135,2
136,0
137,2
138,1
139,2
140,1
141,1
142,4
143,3
144,1
145,4
146,2
147,1
148,1
149,1
150,2
151,1
152,1
153,2
154,1
155,2
156,2
157,1
158,1
159,1
160,1
161,1
162,2
163,1
164,1
165,1
166,1
167,3
168,2
169,1
170,2
171,2
172,4
173,3
174,1
175,1
176,1
177,3
178,1
179,3
180,1
181,1
182,2
183,2
184,2
185,1
186,3
187,1
188,1
189,1
190,1
191,3
192,3
193,1
194,1
195,1
196,1
197,0
198,2
199,1
200,0
201,2
202,1
203,2
204,1
205,1
206,2
207,1
208,1
209,1
210,2
211,1
212,2
213,2
214,1
215,1
216,1
217,1
218,2
219,1
220,1
221,1
222,1
223,0
224,0
225,1
226,4
227,2
228,2
229,2
230,2
231,1
232,3
233,1
234,2
235,1
236,4
237,2
238,1
239,3
240,2
241,1
242,1
243,2
244,3
245,1
246,1
247,2
248,0
249,1
250,4
251,2
252,2
253,2
254,2
255,3
256,2
257,2
258,1
259,1
260,1
261,3
262,1
263,1
264,1
265,2
266,1
267,1
268,1
269,4
270,0
271,1
272,3
273,1
274,3
275,1
276,4
277,0
278,1
279,2
280,3
281,1
282,1
283,1
284,3
285,1
286,1
287,1
288,1
289,1
290,3
291,1
292,1
293,1
294,1
295,3
296,3
297,3
298,1
299,2
300,1
301,1
302,0
303,1
304,3
305,1
306,1
307,3
308,1
309,0
310,1
311,3
312,1
313,1
314,4
315,1
316,0
317,2
318,1
319,1
320,1
321,1
322,1
323,1
324,2
325,2
326,1
327,2
328,3
329,2
330,1
331,3
332,1
333,0
334,1
335,1
336,1
337,1
338,3
339,2
340,1
341,1
342,1
343,2
344,3
345,1
346,3
347,1
348,3
349,2
350,1
351,1
352,3
353,0
354,2
355,2
356,3
357,1
358,1
359,0
360,1
361,1
362,1
363,3
364,3
365,1
366,1
367,3
368,1
369,2
370,1
371,2
372,2
373,3
374,2
375,1
376,1
377,2
378,2
379,3
380,0
381,1
382,3
383,1
384,1
385,3
386,3
387,1
388,2
389,3
390,0
391,4
392,1
393,1
394,2
395,3
396,2
397,1
398,1
399,0
400,2
401,1
402,1
403,1
404,2
405,2
406,1
407,1
408,0
409,1
410,0
411,2
412,4
413,2
414,1
415,1
416,1
417,0
418,1
419,1
420,1
421,2
422,1
423,1
424,1
425,1
426,0
427,1
428,0
429,1
430,2
431,1
432,1
433,1
434,3
435,2
436,1
437,2
438,1
439,3
440,3
441,3
442,2
443,4
444,3
445,0
446,1
447,2
448,2
449,1
450,2
451,4
452,2
453,3
454,3
455,3
456,2
457,4
458,2
459,2
460,2
461,2
462,1
463,4
464,1
465,1
466,1
467,2
468,4
469,2
470,1
471,2
472,0
473,3
474,2
475,1
476,1
477,1
478,2
479,1
480,2
481,2
482,3
483,1
484,2
485,0
486,1
487,1
488,3
489,2
490,1
491,1
492,1
493,2
494,2
495,1
496,1
497,2
498,2
499,1
500,1
501,1
502,1
503,0
504,1
505,2
506,1
507,1
508,1
509,0
510,1
511,1
512,1
513,2
514,1
515,1
516,1
517,2
518,1
519,3
520,3
521,2
522,1
523,0
524,2
525,1
526,3
527,1
528,2
529,0
530,3
531,4
532,2
533,1
534,1
535,1
536,2
537,1
538,1
539,1
540,3
541,1
542,1
543,1
544,3
545,1
546,1
547,2
548,3
549,0
550,1
551,0
552,2
553,1
554,2
555,1
556,1
557,1
558,1
559,1
560,3
561,1
562,1
563,3
564,2
565,1
566,1
567,1
568,1
569,1
570,3
571,1
572,1
573,1
574,2
575,1
576,1
577,2
578,1
579,1
580,1
581,3
582,1
583,3
584,3
585,1
586,0
587,2
588,0
589,0
590,1
591,1
592,1
593,2
594,2
595,2
596,1
597,3
598,3
599,1
600,2
601,1
602,3
603,0
604,2
605,2
606,1
607,3
608,1
609,3
610,1
611,1
612,0
613,1
614,1
615,2
616,1
617,0
618,1
619,3
620,2
621,4
622,3
623,1
624,1
625,0
626,1
627,3
628,1
629,1
630,2
631,2
632,4
633,2
634,3
635,2
636,1
637,1
638,1
639,1
640,1
641,3
642,2
643,1
644,1
645,3
646,2
647,3
648,3
649,0
650,1
651,1
652,4
653,2
654,1
655,2
656,1
657,1
658,3
659,1
660,3
661,2
662,2
663,1
664,1
665,0
666,3
667,3
668,1
669,1
670,1
671,3
672,2
673,2
674,1
675,4
676,3
677,1
678,2
679,1
680,4
681,2
682,3
683,1
684,1
685,3
686,2
687,1
688,4
689,1
690,1
691,1
692,3
693,2
694,3
695,4
696,4
697,1
698,1
699,4
700,4
701,2
702,1
703,2
704,2
705,2
706,1
707,1
708,1
709,1
710,3
711,1
712,1
713,3
714,1
715,1
716,1
717,0
718,1
719,3
720,2
721,2
722,1
723,1
724,2
725,1
726,0
727,2
728,1
729,1
730,1
731,3
732,0
733,1
734,1
735,1
736,4
737,3
738,1
739,1
740,2
741,1
742,3
743,0
744,1
745,0
746,3
747,2
748,0
749,3
750,3
751,1
752,2
753,1
754,1
755,2
756,1
757,2
758,1
759,1
760,1
761,1
762,1
763,2
764,1
765,1
766,2
767,1
768,3
769,0
770,0
771,3
772,3
773,0
774,1
775,1
776,2
777,3
778,3
779,1
780,2
781,1
782,3
783,1
784,3
785,2
786,1
787,1
788,1
789,2
790,1
791,0
792,2
793,0
794,1
795,3
796,3
797,1
798,0
799,3
800,1
801,2
802,2
803,1
804,4
805,2
806,1
807,1
808,1
809,1
810,2
811,1
